sclass	DAF_1	MAF_1	DDAF_1	FST_1	ThetaPi_1	ThetaS_1	ThetaH_1	ThetaL_1	ThetaXi_1	TajD_1	FuLiF_1	FuLiD_1	FayWuH_1	ZengE_1	Theta1Pi_1	Theta1S_1	Theta1H_1	Theta1L_1	Theta1Xi_1	TajD1_1	FuLiF1_1	FuLiD1_1	FayWuH1_1	ZengE1_1	ZA_1	H1_1	H2_1	H12_1	H2.H1_1	iHH1_1	iHH0_1	SL1_1	SL0_1	iHS_1	DiHH_1	nSL_1	DnSL_1	XPEHH_12	XPEHH_13	DXPEHH_12	DXPEHH_13
ss	0.85	0.15	0.825	0.720238	16.18974	14.81118	19.29744	17.74359	15	1.378562	1.189744	-0.188818	-3.107692	2.932408	14.21212	13.94053	20.39394	17.30303	12	0.271595	2.212121	1.940526	-6.181818	3.362504	0.254864	0.08125	0.030625	0.115	0.376923	0.0154192	0.0705519	59.3324	58	-1.520735	0.0551327	0.02271252	1.3324	0.4409541	0.3842259	0.00293369	0.00281982
ss	0.9	0.1	0.875	0.78819	23.34359	25.3906	14.91282	19.12821	29	-2.047008	-5.65641	-3.609402	8.430769	-6.262393	22.46191	22.66818	14.05238	18.25714	27	-0.206278	-4.538095	-4.331817	8.409524	-4.41104	0.151221	0.0575	0.035	0.0875	0.608696	0.0084024	0.035226	32.9095	39.1667	-1.433267	0.0268236	-0.1740655	6.2572	-0.0378254	-0.2072088	0.00018646	0.00112198
ss	0.875	0.125	0.8625	0.787698	12.38462	13.16549	9.871795	11.1282	18	-0.78088	-5.615385	-4.834505	2.512821	-2.03729	11.77143	12.38402	8.993277	10.38235	16	-0.612593	-4.228571	-3.615979	2.778151	-2.001668	0.130186	0.0525	0.03	0.0675	0.571429	0.0121519	0.0817005	23.4445	58.4	-1.905575	0.0695486	-0.91268	34.9555	-0.5610037	-0.7262903	0.00654063	0.00974227
ss	1	0	0.025	0.033898	4.160256	8.228434	1.839744	3	21	-4.068178	-16.83974	-12.77157	2.320513	-5.228434	4.160256	8.228434	1.839744	3	21	-4.068178	-16.83974	-12.77157	2.320513	-5.228434	0.037109	0.11125	0.035625	0.18	0.320225	NA	NA	NA	NA	NA	NA	NA	NA	0.4400746	0.2621002	0.0098345	0.006409
ss	1	0	1	1	9.615385	8.698631	5.153846	7.384615	5	0.916754	4.615385	3.698631	4.461538	-1.314015	9.615385	8.698631	5.153846	7.384615	5	0.916754	4.615385	3.698631	4.461538	-1.314015	0.180849	0.09375	0.043125	0.15	0.46	NA	NA	NA	NA	NA	NA	NA	NA	0.300282	0.4431525	0.00262908	0.003951
ss	1	0	0	NA	15.67692	17.16216	9.451282	12.5641	19	-1.48524	-3.323077	-1.837837	6.225641	-4.598061	15.67692	17.16216	9.451282	12.5641	19	-1.48524	-3.323077	-1.837837	6.225641	-4.598061	0.18671	0.04375	0.03375	0.05875	0.771429	NA	NA	NA	NA	NA	NA	NA	NA	-0.6543633	-0.8405608	0.00853402	0.01237659
ss	0.625	0.375	0.2	0.042234	22.07051	20.45354	17.67308	19.87179	31	1.616976	-8.929487	-10.54646	4.397436	-0.581742	18.31333	15.36034	16.27	17.29167	16	2.952994	2.313333	-0.63966	2.043333	1.931327	0.222639	0.07125	0.03125	0.10125	0.438596	0.0140056	0.0423726	43.1483	69.1143	-1.107045	0.028367	-0.4711186	25.966	0.2019324	-0.1318657	0.0011269	0.00098573
ss	1	0	0	NA	12.07308	14.57608	10.54231	11.30769	22	-2.503007	-9.926923	-7.423916	1.530769	-3.268392	12.07308	14.57608	10.54231	11.30769	22	-2.503007	-9.926923	-7.423916	1.530769	-3.268392	0.157746	0.035	0.029375	0.0425	0.839286	NA	NA	NA	NA	NA	NA	NA	NA	-0.578962	-0.7486461	0.0100204	0.0144558
ss	0.8	0.2	0.8	0.727273	23.2718	17.86746	21.44615	22.35897	18	5.404337	5.271795	-0.132542	1.825641	4.491517	22.20766	14.1536	20.17944	21.19355	4	8.054066	18.20766	10.1536	2.028226	7.039953	0.284147	0.105	0.054375	0.16125	0.517857	0.0634571	0.00862799	51.8528	22.3036	1.995353	0.05482911	0.8436608	29.5492	-0.5362178	-0.3991514	0.0097783	0.0052196
ss	0.875	0.125	0.875	0.823529	17.56538	15.04628	16.74231	17.15385	17	2.519105	0.565385	-1.95372	0.823077	2.107566	15.26723	14.56944	17.14454	16.20588	15	0.69779	0.267227	-0.430563	-1.877311	1.636446	0.229396	0.07	0.0475	0.1075	0.678571	NA	NA	40.2286	73.3	NA	NA	-0.5999824	33.0714	-0.3565368	-0.331355	0.0045896	0.00392004
ss	0.075	0.075	0.075	0.051282	13.76667	21.86413	11.66923	12.71795	43	-8.097459	-29.23333	-21.13587	2.097436	-9.146177	18.66667	18.66667	14.33333	16.5	23	0	-4.333333	-4.333333	4.333333	-2.166667	0.063736	0.03625	0.030625	0.04375	0.844828	0.00389754	0.00849191	10	28.2868	-0.7787684	0.00459437	-1.03981	18.2868	-0.3759072	-0.8779482	0.00323464	0.01133908
ss	0.1	0.1	-0.1375	0.02779	8.960256	14.10589	3.398718	6.179487	23	-5.145631	-14.03974	-8.894112	5.561538	-7.9264	1.333333	1.090909	1.333333	1.333333	0	0.242424	1.333333	1.090909	0	0.242424	0.13205	0.06	0.029375	0.08625	0.489583	NA	NA	115.583	25.6262	NA	NA	1.506374	89.9568	-0.2507969	-0.03778166	0.00158796	0.00018597
ss	1	0	0	NA	7.44359	11.99	2.607692	5.025641	27	-4.546415	-19.55641	-15.01	4.835897	-6.964363	7.44359	11.99	2.607692	5.025641	27	-4.546415	-19.55641	-15.01	4.835897	-6.964363	0.199141	0.05875	0.03625	0.08875	0.617021	NA	NA	NA	NA	NA	NA	NA	NA	-0.3299889	-0.3404042	0.0071879	0.0073683
ss	1	0	1	1	13.73846	15.75157	14.97949	14.35897	14	-2.013113	-0.261538	1.751574	-1.241026	-1.3926	13.73846	15.75157	14.97949	14.35897	14	-2.013113	-0.261538	1.751574	-1.241026	-1.3926	0.116143	0.06	0.044375	0.085	0.739583	NA	NA	NA	NA	NA	NA	NA	NA	-0.02674237	-0.1088185	0.0003839	0.0016952
ss	0.075	0.075	0.075	0.051282	14.48974	18.57275	7.766667	11.1282	25	-4.083008	-10.51026	-6.427248	6.723077	-7.444547	5.333333	5.333333	4.666667	5	6	0	-0.666667	-0.666667	0.666667	-0.333333	0.089001	0.04	0.034375	0.05125	0.859375	0.0768297	0.0075985	110.5	20.8303	2.31364	0.0692312	1.668607	89.6697	-0.3619572	-1.357901	0.00296652	0.02420525
ss	0.275	0.275	0.2625	0.171296	13.54359	19.51315	16.30256	14.92308	30	-5.969555	-16.45641	-10.48686	-2.758974	-4.590068	4.363636	4.438423	6.836364	5.6	3	-0.074787	1.363636	1.438423	-2.472727	1.161577	0.138331	0.05	0.04	0.07	0.8	0.0345834	0.0108638	74.3818	30.6108	1.157938	0.0237196	0.8878584	43.771	-0.5460181	-0.436099	0.00498107	0.00393209
ss	1	0	0	NA	10.86795	11.28471	9.491026	10.17949	16	-0.416761	-5.132051	-4.71529	1.376923	-1.105223	10.86795	11.28471	9.491026	10.17949	16	-0.416761	-5.132051	-4.71529	1.376923	-1.105223	0.184962	0.04875	0.033125	0.0675	0.679487	NA	NA	NA	NA	NA	NA	NA	NA	-0.4565094	-0.4718216	0.0063737	0.0066972
ss	0.875	0.125	0.8375	0.720796	10.9641	12.4602	15.29231	13.1282	10	-1.496098	0.964103	2.460201	-4.328205	0.668004	10.77983	11.65555	13.86723	12.32353	7	-0.875717	3.779832	4.655549	-3.087395	0.66798	0.244799	0.065	0.049375	0.09625	0.759615	0.0101037	0.0152236	30.8395	30.85	-0.4099452	0.0051199	-0.0003404145	0.0105	-0.08501135	-0.1596636	0.0005181	0.0010152
ss	1	0	0	NA	15.68077	15.98667	14.1141	14.89744	23	-0.305903	-7.319231	-7.013327	1.566667	-1.089237	15.68077	15.98667	14.1141	14.89744	23	-0.305903	-7.319231	-7.013327	1.566667	-1.089237	0.21115	0.04375	0.03375	0.05875	0.771429	NA	NA	NA	NA	NA	NA	NA	NA	-0.5250437	-0.6552245	0.0074485	0.0105833
ss	1	0	0.9375	0.837333	9.764103	14.81118	11.67179	10.71795	21	-5.047079	-11.2359	-6.188818	-1.907692	-4.093233	9.764103	14.81118	11.67179	10.71795	21	-5.047079	-11.2359	-6.188818	-1.907692	-4.093233	0.130144	0.0575	0.035	0.0875	0.608696	NA	NA	NA	NA	NA	NA	NA	NA	0.426025	0.1965737	0.0059544	0.0030569
ss	0.95	0.05	0.95	0.926829	8.947436	13.16549	6.898718	7.923077	22	-4.218059	-13.05256	-8.834505	2.048718	-5.242418	8.992888	13.09029	5.061166	7.027027	22	-4.097407	-13.00711	-8.909706	3.931721	-6.063267	0.060477	0.04875	0.03875	0.06875	0.794872	0.0100262	0.00821403	30.2703	21	0.199358	0.00181217	0.3656446	9.2703	-0.5137634	-0.4514862	0.00556277	0.00452499
ss	0.975	0.025	-0.025	0.016807	9.705128	13.87079	12.96154	11.33333	16	-4.165661	-6.294872	-2.129211	-3.25641	-2.537456	9.668016	13.00882	10.96356	10.31579	13	-3.3408	-3.331984	0.008816	-1.295547	-2.693027	0.123427	0.065	0.034375	0.09125	0.528846	NA	NA	NA	NA	NA	NA	NA	NA	0.01404483	0.2432068	0.0001911	0.0028604
ss	0.875	0.125	0.875	0.823529	9.469231	11.28471	6.223077	7.846154	8	-1.815479	1.469231	3.28471	3.246154	-3.438556	8.430252	8.984486	2.981513	5.705882	5	-0.554234	3.430252	3.984486	5.448739	-3.278604	0.170177	0.05375	0.04375	0.07375	0.813953	0.0117263	0.0325487	27.663	38.45	-1.020903	0.0208224	-0.3292629	10.787	-0.8991552	-0.8775372	0.01244889	0.01177356
ss	0.825	0.175	-0.1	0.027318	14.86282	19.27805	9.291026	12.07692	32	-4.415226	-17.13718	-12.72195	5.571795	-7.201123	13.35606	17.24777	7.518939	10.4375	28	-3.891711	-14.64394	-10.75223	5.837121	-6.810272	0.080811	0.0375	0.031875	0.04875	0.85	0.00920084	0.0377838	33.2292	93.2619	-1.412586	0.02858296	-1.031983	60.0327	-0.1680969	-0.489954	0.00117853	0.00420998
ss	0.05	0.05	-0.1375	0.042262	17.90769	19.74824	10.70769	14.30769	22	-1.84055	-4.092308	-2.251757	7.2	-5.44055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.108056	0.04625	0.030625	0.065	0.662162	0.027288	0.00966159	78	28.202	1.038289	0.01762641	1.017316	49.798	-0.1462209	-0.2698102	0.0013087	0.00249548
ss	1	0	0	NA	9.371795	9.874121	5.602564	7.487179	11	-0.502326	-1.628205	-1.125879	3.769231	-2.386942	9.371795	9.874121	5.602564	7.487179	11	-0.502326	-1.628205	-1.125879	3.769231	-2.386942	0.158258	0.055	0.039375	0.07375	0.715909	NA	NA	NA	NA	NA	NA	NA	NA	-0.7683364	-0.5723994	0.0150992	0.0099031
ss	1	0	0	NA	24.10256	22.80452	21.12821	22.61538	26	1.298046	-1.897436	-3.195482	2.974359	-0.189134	24.10256	22.80452	21.12821	22.61538	26	1.298046	-1.897436	-3.195482	2.974359	-0.189134	0.181091	0.0375	0.031875	0.045	0.85	NA	NA	NA	NA	NA	NA	NA	NA	-0.6885609	-0.5382095	0.00757253	0.0053697
ss	0.05	0.05	0.05	0.033898	30.00897	29.62236	33.73461	31.87179	35	0.38661	-4.991026	-5.377636	-3.725641	2.249431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.210616	0.0375	0.031875	0.04875	0.85	NA	NA	174.5	26.1607	NA	NA	1.897666	148.3393	-0.5468429	-0.6042786	0.00389989	0.00451072
ss	0.075	0.075	-0.175	0.086957	22.38846	21.86413	16.0218	19.20513	20	0.524336	2.388462	1.864126	6.366667	-2.658998	27.33333	27.33333	32.66667	30	22	0	5.333333	5.333333	-5.333333	2.666667	0.170104	0.04625	0.040625	0.0575	0.878378	0.0433431	0.00737348	69.3333	22.503	1.771258	0.03596962	1.125277	46.8303	-0.5225539	-0.3305463	0.00355576	0.00209461
ss	0.15	0.15	0.1375	0.078382	12.45385	16.45687	15.85385	14.15385	21	-4.003023	-8.546154	-4.543131	-3.4	-2.303023	3.333333	4.379562	7.066667	5.2	6	-1.046229	-2.666667	-1.620438	-3.733333	0.820438	0.142633	0.04375	0.03375	0.05875	0.771429	0.0510612	0.00784503	112.567	26.3592	1.873145	0.04321617	1.451731	86.2078	-0.8760379	-0.581638	0.00906244	0.00512066
ss	1	0	0	NA	12.57949	16.69197	11.93333	12.25641	31	-4.11248	-18.42051	-14.30803	0.646154	-4.435557	12.57949	16.69197	11.93333	12.25641	31	-4.11248	-18.42051	-14.30803	0.646154	-4.435557	0.100758	0.04875	0.033125	0.0675	0.679487	NA	NA	NA	NA	NA	NA	NA	NA	-0.1452427	-0.159409	0.001811	0.0019143
ss	0.65	0.35	0.6375	0.518519	17.40897	18.33765	13.20641	15.30769	24	-0.92868	-6.591026	-5.662346	4.202564	-3.029962	15.13846	15.46138	11.58154	13.36	27	-0.322924	-11.86154	-11.53862	3.556923	-2.101385	0.181236	0.05	0.04	0.065	0.8	0.009922	0.0178752	34.0785	36.6703	-0.5886598	0.0079532	-0.07330048	2.5918	-0.7152477	-0.7632588	0.00325214	0.00334212
ss	0.75	0.25	0.7	0.538304	13.18974	19.27805	7.938462	10.5641	33	-6.088303	-19.81026	-13.72195	5.251282	-8.713944	11.87816	17.41697	6.673563	9.275862	30	-5.538808	-18.12184	-12.58303	5.204598	-8.141107	0.084878	0.04125	0.03125	0.05625	0.757576	0.00945075	0.0548643	33.1414	70.4778	-1.758769	0.04541355	-0.7545145	37.3364	-0.5771469	-0.3027379	0.00430626	0.00184643
ss	0.95	0.05	0.9125	0.823094	7.953846	10.10922	16.45641	12.20513	8	-2.155373	-0.046154	2.109219	-8.502564	2.095909	8.02845	9.996225	14.67425	11.35135	8	-1.967775	0.02845	1.996225	-6.645804	1.355127	0.237082	0.055	0.039375	0.08	0.715909	0.013504	0.0312462	34.0982	78	-0.8389118	0.0177422	-0.8274642	43.9018	-0.5785	-0.435661	0.0096026	0.0059645
ss	1	0	0	NA	21.97436	24.21511	20.17949	21.07692	30	-2.240748	-8.025641	-5.784893	1.794872	-3.138184	21.97436	24.21511	20.17949	21.07692	30	-2.240748	-8.025641	-5.784893	1.794872	-3.138184	0.124301	0.03875	0.033125	0.05	0.854839	NA	NA	NA	NA	NA	NA	NA	NA	0.02485565	-0.09251529	0.0001152	0.00048312
ss	0.85	0.15	0.825	0.722222	8.479487	10.10922	4.546154	6.512821	18	-1.629732	-9.520513	-7.890781	3.933333	-3.596399	7.84492	8.070831	3.488414	5.666667	12	-0.225911	-4.15508	-3.929169	4.356506	-2.404164	0.140468	0.07	0.039375	0.09625	0.5625	NA	NA	30.0241	56.4	NA	NA	-0.6304688	26.3759	-0.2313697	-0.1806134	0.0036855	0.0024009
ss	0.625	0.375	0.6125	0.491817	19.1859	22.33432	20.45513	19.82051	26	-3.148425	-6.814103	-3.665678	-1.269231	-2.513809	10.58667	15.09551	19.58	15.08333	20	-4.50884	-9.413333	-4.904494	-8.993333	-0.012173	0.139479	0.04	0.03	0.05	0.75	0.0203778	0.0175136	55.6433	44.4667	0.1514684	0.0028642	0.2242211	11.1766	-0.4396701	-0.3453692	0.00413027	0.00319198
ss	0.975	0.025	0.975	0.962963	20.98333	17.86746	18.86282	19.92308	13	3.115876	7.983333	4.867458	2.120513	2.055619	21.09312	17.50277	16.90688	19	12	3.590347	9.093117	5.502771	4.186235	1.497229	0.204815	0.06375	0.04125	0.09375	0.647059	NA	NA	NA	NA	NA	NA	NA	NA	-0.5417695	-0.4966998	0.00652202	0.0067115
ss	1	0	0	NA	14.96538	17.86746	26.2141	20.58974	27	-2.902073	-12.03462	-9.132542	-11.24872	2.722286	14.96538	17.86746	26.2141	20.58974	27	-2.902073	-12.03462	-9.132542	-11.24872	2.722286	0.193025	0.0525	0.036875	0.0775	0.702381	NA	NA	NA	NA	NA	NA	NA	NA	-0.5543792	-0.3571428	0.0114411	0.0065672
ss	0.05	0.05	0.05	0.033898	11.38846	18.80785	18.20128	14.79487	27	-7.419389	-15.61154	-8.19215	-6.812821	-4.012978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.044402	0.03625	0.030625	0.04375	0.844828	0.552036	0.0165393	200	36.6174	3.507874	0.5354967	1.697794	163.3826	0.04784198	-0.2027334	0.0006818	0.0033197
ss	0.85	0.15	-0.15	0.105263	13.25256	13.40059	12.13205	12.69231	24	-0.148029	-10.74744	-10.59941	1.120513	-0.708286	13.1943	11.98396	10.19964	11.69697	19	1.210335	-5.805704	-7.016039	2.994652	-0.286992	0.091741	0.045	0.035	0.06	0.777778	0.010353	0.0472477	30.2923	79.4667	-1.518128	0.0368947	-0.9644445	49.1744	-0.4780316	-0.5501419	0.00440816	0.00516128
ss	0	0	-0.3125	0.147368	13.72564	16.92706	12.94103	13.33333	26	-3.201424	-12.27436	-9.072935	0.784615	-3.593732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.101344	0.05375	0.038125	0.0725	0.709302	NA	NA	NA	NA	NA	NA	NA	NA	-0.0686433	-0.1825704	0.00059525	0.00172264
ss	0.975	0.025	-0.025	0.016807	16.81923	18.33765	12.05256	14.4359	24	-1.518423	-7.180769	-5.662346	4.766667	-3.901756	16.87179	18.21234	10.1282	13.5	24	-1.340548	-7.128205	-5.787657	6.74359	-4.712343	0.100462	0.04625	0.03625	0.06125	0.783784	NA	NA	NA	NA	NA	NA	NA	NA	-1.403622	-1.370703	0.01888339	0.01794981
ss	1	0	0.9875	0.963878	9.25641	8.933729	9.923077	9.589744	10	0.322681	-0.74359	-1.066271	-0.666667	0.656015	9.25641	8.933729	9.923077	9.589744	10	0.322681	-0.74359	-1.066271	-0.666667	0.656015	0.314816	0.235	0.1125	0.4275	0.478723	NA	NA	NA	NA	NA	NA	NA	NA	0.4841721	0.6347739	0.0100893	0.0121132
ss	1	0	1	1	12.42821	12.4602	20.08461	16.25641	10	-0.031996	2.428205	2.460201	-7.65641	3.79621	12.42821	12.4602	20.08461	16.25641	10	-0.031996	2.428205	2.460201	-7.65641	3.79621	0.230382	0.12375	0.073125	0.2025	0.590909	NA	NA	NA	NA	NA	NA	NA	NA	-0.06489532	0.1800111	0.0011531	0.0028074
ss	0.375	0.375	0.05	0.032109	19.31282	23.74491	13.30256	16.30769	32	-4.43209	-12.68718	-8.255089	6.010256	-7.437218	17.48571	16.29986	11.94286	14.71429	9	1.185858	8.485714	7.299857	5.542857	-1.585571	0.116718	0.03625	0.030625	0.04375	0.844828	0.00788437	0.00615003	24.2952	27.1867	0.2484254	0.00173434	-0.1124491	2.8915	-0.3113991	-0.05551524	0.00097074	0.00014831
ss	0.725	0.275	0.7125	0.602222	14.24231	18.57275	19.03974	16.64103	15	-4.330444	-0.757692	3.572752	-4.797436	-1.931726	13.84236	14.7689	19.01478	16.42857	7	-0.926536	6.842365	7.768901	-5.172414	1.659671	0.139572	0.04125	0.035625	0.04875	0.863636	0.0157585	0.0382411	38.8054	39.6636	-0.886531	0.0224826	-0.02187448	0.8582	-0.7427861	-0.8116659	0.00813312	0.00929969
ss	0.975	0.025	-0.0125	0.008475	9.394872	8.933729	7.117949	8.25641	13	0.461143	-3.605128	-4.066271	2.276923	-0.677319	9.352227	8.514861	5.279352	7.315789	12	0.837365	-2.647773	-3.485139	4.072874	-1.199072	0.226886	0.1075	0.031875	0.14875	0.296512	NA	NA	NA	NA	NA	NA	NA	NA	-0.6838344	-0.767962	0.0128327	0.0149224
ss	0.975	0.025	-0.025	0.016807	14.70128	16.69197	11.29872	13	28	-1.990685	-13.29872	-11.30803	3.402564	-3.691967	14.43455	15.8471	9.460189	11.94737	26	-1.412555	-11.56545	-10.1529	4.974359	-3.899735	0.090366	0.0375	0.031875	0.045	0.85	NA	NA	NA	NA	NA	NA	NA	NA	-0.4997073	-0.4535679	0.0080825	0.0069991
ss	0.4	0.4	-0.025	0.000571	9.579487	10.81451	6.933333	8.25641	15	-1.235027	-5.420513	-4.185486	2.646154	-2.558104	9.225	7.232774	7.175	8.2	7	1.992226	2.225	0.232774	2.05	0.967226	0.117674	0.06625	0.04375	0.10375	0.660377	0.0154222	0.0194054	31.125	33.8478	-0.2297433	0.0039832	-0.08386265	2.7228	-0.3590901	-0.1335093	0.00309448	0.00105161
ss	1	0	0	NA	17.14103	25.6257	39.57692	28.35897	33	-8.48467	-15.85897	-7.374304	-22.4359	2.733279	17.14103	25.6257	39.57692	28.35897	33	-8.48467	-15.85897	-7.374304	-22.4359	2.733279	0.190181	0.03875	0.033125	0.05	0.854839	NA	NA	NA	NA	NA	NA	NA	NA	-0.03643914	-0.3500009	0.00032441	0.00374412
ss	0.825	0.175	0.8125	0.722982	13.72949	17.39726	12.16795	12.94872	33	-3.667774	-19.27051	-15.60274	1.561538	-4.448543	13.00758	13.30542	11.42992	12.21875	19	-0.297848	-5.992424	-5.694576	1.577652	-1.086674	0.082153	0.04875	0.03875	0.06375	0.794872	0.00877353	0.013237	25.8873	34.881	-0.4112767	0.00446347	-0.2981898	8.9937	-0.1704733	-0.4541645	0.0008317	0.00312087
ss	1	0	0	NA	18.03718	19.51315	19.14231	18.58974	27	-1.475965	-8.962821	-7.486855	-1.105128	-0.923401	18.03718	19.51315	19.14231	18.58974	27	-1.475965	-8.962821	-7.486855	-1.105128	-0.923401	0.201589	0.04	0.034375	0.05125	0.859375	NA	NA	NA	NA	NA	NA	NA	NA	-0.319751	-0.5338786	0.0039264	0.0075289
ss	0.9	0.1	-0.1	0.068966	22.34872	20.45354	30.06154	26.20513	21	1.895181	1.348718	-0.546463	-7.712821	5.751591	23.09524	19.29207	27.19048	25.14286	19	3.803167	4.095238	0.292071	-4.095238	5.850787	0.322513	0.04875	0.03875	0.06375	0.794872	0.00769248	0.0461398	31.5214	134.5	-1.791433	0.03844732	-1.450898	102.9786	-0.7553748	-0.7020119	0.00771025	0.00683444
ss	1	0	0	NA	16.68718	15.51648	13.56923	15.1282	13	1.170703	3.687179	2.516476	3.117949	-0.388271	16.68718	15.51648	13.56923	15.1282	13	1.170703	3.687179	2.516476	3.117949	-0.388271	0.171955	0.05375	0.038125	0.0725	0.709302	NA	NA	NA	NA	NA	NA	NA	NA	-0.5849568	-1.122549	0.0085264	0.0241098
ss	0.05	0.05	-0.3375	0.140021	13.36795	15.28138	14.37564	13.8718	21	-1.91343	-7.632051	-5.718622	-1.007692	-1.409583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.174648	0.06125	0.045625	0.08625	0.744898	0.0074014	0.0139989	11	29.0597	-0.6373096	0.0065975	-0.9714571	18.0597	-0.1420119	0.05619053	0.0018367	0.0006197
ss	1	0	0	NA	16.81282	26.33099	7.905128	12.35897	45	-9.51817	-28.18718	-18.66901	8.907692	-13.97202	16.81282	26.33099	7.905128	12.35897	45	-9.51817	-28.18718	-18.66901	8.907692	-13.97202	0.11235	0.03625	0.03375	0.04125	0.931034	NA	NA	NA	NA	NA	NA	NA	NA	-0.02483451	-0.1808859	0.00018013	0.0014696
ss	0.575	0.425	0.05	0.002238	18.6359	18.10256	21.3641	20	14	0.533342	4.635897	4.102556	-2.728205	1.897444	19.70751	18.15318	20.83795	20.27273	16	1.554329	3.70751	2.153181	-1.130435	2.119547	0.205592	0.05125	0.035625	0.07	0.695122	0.0158357	0.0288956	33.3656	46.7353	-0.6014225	0.0130599	-0.3369743	13.3697	-0.1789072	-0.2111815	0.00147494	0.00164743
ss	0.925	0.075	0.925	0.891566	18.08846	19.51315	17.65513	17.87179	16	-1.424683	2.088462	3.513145	0.433333	-1.64135	17.38438	17.00778	14.89339	16.13889	12	0.376601	5.384384	5.007784	2.490991	-0.868895	0.195888	0.04875	0.03875	0.06375	0.794872	0.00800891	0.0127952	24.5781	42.6667	-0.4685154	0.00478629	-0.551563	18.0886	-0.6718514	-0.6936142	0.00437592	0.00454212
ss	0.975	0.025	0.975	0.962963	8.457692	10.57942	8.516667	8.487179	16	-2.121723	-7.542308	-5.420584	-0.058974	-2.092236	8.458839	9.934005	6.488529	7.473684	14	-1.475166	-5.541161	-4.065995	1.97031	-2.460321	0.154191	0.04625	0.03625	0.06125	0.783784	NA	NA	NA	NA	NA	NA	NA	NA	0.1630975	0.3343495	0.0023415	0.0043947
ss	0.975	0.025	0.975	0.962963	12.58718	16.22177	14.59231	13.58974	19	-3.634591	-6.412821	-2.778229	-2.005128	-2.632027	12.2888	15.61058	12.76383	12.52632	17	-3.32178	-4.711201	-1.389421	-0.475034	-3.084264	0.266686	0.13625	0.060625	0.2325	0.444954	NA	NA	NA	NA	NA	NA	NA	NA	-0.1453706	0.07427752	0.0020198	0.0008445
ss	1	0	0.1375	0.061718	12.72051	15.75157	11.79231	12.25641	26	-3.031062	-13.27949	-10.24843	0.928205	-3.495164	12.72051	15.75157	11.79231	12.25641	26	-3.031062	-13.27949	-10.24843	0.928205	-3.495164	0.131023	0.04125	0.035625	0.0525	0.863636	NA	NA	NA	NA	NA	NA	NA	NA	0.1414538	-0.3161367	0.00131635	0.0039638
ss	0.975	0.025	-0.025	0.016807	8.548718	10.34432	11.24615	9.897436	17	-1.7956	-8.451282	-6.655682	-2.697436	-0.446882	8.315789	9.224433	9.473684	8.894737	13	-0.908644	-4.684211	-3.775567	-1.157895	-0.329696	0.167799	0.0575	0.035	0.08	0.608696	NA	NA	NA	NA	NA	NA	NA	NA	-0.2584964	-0.7014701	0.0062247	0.0220189
ss	0	0	-0.125	0.050909	14.28333	16.22177	14.79359	14.53846	23	-1.938437	-8.716667	-6.778229	-0.510256	-1.683309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.158703	0.07125	0.03125	0.10125	0.438596	NA	NA	NA	NA	NA	NA	NA	NA	-0.1314189	-0.04517251	0.00117665	0.00039969
ss	0.1	0.1	0.0375	0.006006	11.90897	14.57608	6.603846	9.25641	25	-2.667109	-13.09103	-10.42392	5.305128	-5.319674	2	2.181818	2	2	3	-0.181818	-1	-0.818182	0	-0.181818	0.057986	0.04125	0.03125	0.05625	0.757576	0.0542145	0.007519	97	30.696	1.975515	0.0466955	1.150579	66.304	-0.431803	-0.7358694	0.00340746	0.00703251
ss	0.55	0.45	0.1625	0.034357	12.02564	13.87079	16.48718	14.25641	15	-1.845148	-2.974359	-1.129211	-4.461538	0.385621	9.909091	9.052607	11.90043	10.90476	9	0.856484	0.909091	0.052607	-1.991342	1.852155	0.115094	0.06625	0.04375	0.10375	0.660377	0.0246589	0.0107169	42.4697	24.4673	0.833316	0.013942	0.5514533	18.0024	-0.4010701	-0.3126032	0.00310246	0.00221706
ss	0.875	0.125	0.875	0.823529	12.02179	14.81118	10.49103	11.25641	18	-2.789387	-5.978205	-3.188818	1.530769	-3.554772	11.76807	13.84097	8.820168	10.29412	13	-2.072898	-1.231933	0.840965	2.947899	-3.546847	0.177518	0.065	0.0425	0.095	0.653846	NA	NA	24.7303	56.9	NA	NA	-0.8332661	32.1697	-0.7788319	-0.9483272	0.01019543	0.01346324
ss	1	0	0	NA	24.25128	20.68864	21.8	23.02564	16	3.562647	8.251282	4.688635	2.451282	2.337006	24.25128	20.68864	21.8	23.02564	16	3.562647	8.251282	4.688635	2.451282	2.337006	0.248918	0.04375	0.038125	0.055	0.871429	NA	NA	NA	NA	NA	NA	NA	NA	-0.04576641	-0.1809026	0.00040698	0.0017015
